Rank,Rikishi,Heya,Shusshin,Birth Date,height_cm,weight_kg,wins,losses,ties
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,134,9,6,0
K1w,Daijuyama,Futagoyama,Niigata,08.04.1959,182,159,8,7,0
M1e,Kirinji,Nishonoseki,Chiba,09.03.1953,182,146.5,6,9,0
M1w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,116,2,6,7
M2e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,161,3,12,0
M2w,Nankairyu,Takasago,Western Samoa,22.02.1965,188,126,6,9,0
M3e,Hananoumi,Hanaregoma,Akita,06.12.1960,181,134.5,7,8,0
M3w,Jingaku,Izutsu,Kagoshima,24.12.1959,188,142,6,9,0
M4e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,142,5,10,0
M4w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186,160,5,9,1
M5e,Takanofuji,Kokonoe,Tokyo,09.10.1963,191,135,7,8,0
M5w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183,164,8,7,0
M6e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193,126,5,10,0
M6w,Terao,Izutsu,Kagoshima,02.02.1963,185,111,8,7,0
M7e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5,119,7,8,0
M7w,Itai,Onaruto,Oita,21.03.1956,176,135,8,7,0
M8e,Mitoizumi,Takasago,Ibaraki,02.09.1962,192,170.5,9,6,0
M8w,Ozutsu,Taiho,Mie,18.04.1956,183,148.5,7,8,0
M9e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,138,8,7,0
M9w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180,131,7,8,0
M10e,Sasshunada,Izutsu,Kagoshima,07.06.1957,182,150,8,7,0
M10w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,136,9,6,0
M11e,Koboyama,Kumagatani,Miyagi,15.08.1957,179,147,8,7,0
M11w,Enazakura,Oshiogawa,Gifu,29.07.1960,180,119,8,7,0
M12e,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184,141,1,14,0
M12w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177,137.5,5,10,0
M13e,Kurama,Tokitsukaze,Shiga,16.12.1952,188,140.5,6,9,0
M13w,Misugisato,Futagoyama,Shiga,01.07.1962,184.7,120,9,6,0
M14e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191,122,8,7,0
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,125,0,0,15
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,210,12,3,0
Y2eHD,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,144,13,2,0
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188,142,13,2,0
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,144,10,5,0
O2wHD,Konishiki,Takasago,U.S.A.,31.12.1963,187,225,9,6,0
S1e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,183,8,7,0
S1w,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,133,6,9,0
K1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181,129,8,7,0
K1w,Itai,Onaruto,Oita,21.03.1956,177,137,3,12,0
M1e,Daijuyama,Futagoyama,Niigata,08.04.1959,183,161,4,11,0
M1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,128,8,7,0
M2e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,173,8,7,0
M2w,Misugisato,Futagoyama,Shiga,01.07.1962,185,141,6,9,0
M3e,Terao,Izutsu,Kagoshima,02.02.1963,185,115,7,8,0
M3w,Koboyama,Kumagatani,Miyagi,15.08.1957,179,142,3,12,0
M4e,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,177,139,4,11,0
M4w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,127,8,7,0
M5e,Kotofuji,Sadogatake,Chiba,28.10.1964,191,144,5,10,0
M5w,Jingaku,Izutsu,Kagoshima,24.12.1959,189,147,8,7,0
M6e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178,139,4,11,0
M6w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,128,6,9,0
M7e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,146,8,7,0
M7w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,148,10,5,0
M8e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,172,8,7,0
M8w,Ozutsu,Taiho,Mie,18.04.1956,183,142,8,7,0
M9e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,147,8,7,0
M9w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181,100,8,7,0
M10e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,137,8,7,0
M10w,Hananoumi,Hanaregoma,Akita,06.12.1960,181,139,0,5,10
M11e,Fujinoshin,Kokonoe,Chiba,06.11.1960,181,147,9,6,0
M11w,Sasshunada,Izutsu,Kagoshima,07.06.1957,183,149,8,7,0
M12e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,152,8,7,0
M12w,Enazakura,Oshiogawa,Gifu,29.07.1960,180,134,10,5,0
M13e,Takanohama,Fujishima,Fukuoka,22.09.1965,188,184,4,11,0
M13w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,134,8,7,0
M14e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,155,6,6,3
M14w,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,132,8,7,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,147,10,5,0
Y1w,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,122,13,2,0
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,186,0,0,15
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187,239,12,3,0
O1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,124,9,6,0
O2eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183,139,8,7,0
O2wHD,Asahifuji,Oshima,Aomori,06.07.1960,188,143,14,1,0
S1e,Terao,Izutsu,Kagoshima,02.02.1963,185,114,7,8,0
S1w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,151,4,11,0
K1e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,175,6,9,0
K1w,Kotogaume,Sadogatake,Toyama,05.10.1963,180,176,4,11,0
M1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,134,10,5,0
M1w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,145,8,7,0
M2e,Oginohana,Dewanoumi,Chiba,18.11.1967,189,132,4,11,0
M2w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182,126,5,10,0
M3e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,130,4,11,0
M3w,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,180,141,4,11,0
M4e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,182,6,9,0
M4w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,149,5,10,0
M5e,Itai,Onaruto,Oita,21.03.1956,178,139,8,7,0
M5w,Enazakura,Oshiogawa,Gifu,29.07.1960,181,135,6,9,0
M6e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,145,8,7,0
M6w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,133,9,6,0
M7e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,176,8,7,0
M7w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,102,5,10,0
M8e,Ozutsu,Taiho,Mie,18.04.1956,183,137,9,6,0
M8w,Jingaku,Izutsu,Kagoshima,24.12.1959,190,147,8,7,0
M9e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,143,11,4,0
M9w,Daijuyama,Futagoyama,Niigata,08.04.1959,183,159,9,6,0
M10e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,146,8,7,0
M10w,Misugisato,Futagoyama,Shiga,01.07.1962,185,144,8,7,0
M11e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187,167,9,6,0
M11w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180,159,8,7,0
M12e,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178,136,9,6,0
M12w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188,119,2,13,0
M13e,Kyokugozan,Oshima,Chiba,18.09.1968,181,169,8,7,0
M13w,Takanohama,Fujishima,Fukuoka,22.09.1965,189,183,8,7,0
M14e,Takahanada,Fujishima,Tokyo,12.08.1972,184,110,4,11,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,147,0,0,15
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189,188,0,0,15
Y2eHD,Asahifuji,Oshima,Aomori,06.07.1960,189,143,14,1,0
Y2wHD,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183,126,1,3,11
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187,236,14,1,0
O1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,127,11,4,0
S1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,134,8,7,0
S1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,194,7,8,0
K1e,Terao,Izutsu,Kagoshima,02.02.1963,185,111,5,10,0
K1w,Takatoriki,Fujishima,Hyogo,28.09.1967,181,139,9,6,0
M1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,139,9,6,0
M1w,Takahanada,Fujishima,Tokyo,12.08.1972,186,133,9,6,0
M2e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,156,7,8,0
M2w,Misugisato,Futagoyama,Shiga,01.07.1962,185,149,6,9,0
M3e,Kotogaume,Sadogatake,Toyama,05.10.1963,180,173,8,7,0
M3w,Jingaku,Izutsu,Kagoshima,24.12.1959,191,148,2,13,0
M4e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,178,8,7,0
M4w,Itai,Onaruto,Oita,21.03.1956,178,139,4,11,0
M5e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,150,5,10,0
M5w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182,124,6,9,0
M6e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,179,6,9,0
M6w,Oginohana,Dewanoumi,Chiba,18.11.1967,189,144,6,9,0
M7e,Wakahanada,Fujishima,Tokyo,20.01.1971,180,117,8,7,0
M7w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,150,5,10,0
M8e,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190,190,6,9,0
M8w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,148,8,7,0
M9e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188,171,8,7,0
M9w,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188,147,7,8,0
M10e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185,145,8,7,0
M10w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,102,8,7,0
M11e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,155,8,7,0
M11w,Kasugafuji,Ajigawa,Kanagawa,20.02.1966,180,140,9,6,0
M12e,Ozutsu,Taiho,Mie,18.04.1956,183,137,7,8,0
M12w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,181,8,7,0
M13e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184,139,5,10,0
M13w,Tomoefuji,Kokonoe,Akita,27.01.1971,191,144,8,7,0
M14e,Enazakura,Oshiogawa,Gifu,29.07.1960,181,132,10,5,0
M14w,Daijuyama,Futagoyama,Niigata,08.04.1959,183,158,3,12,0
M15e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192,138,8,7,0
M15w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,170,10,5,0
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181,150,0,0,0
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187,264,9,6,0
O1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187,127,0,4,11
S1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,191,156,2,9,4
S1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,200,13,2,0
K1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176,140,9,6,0
K1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,195,183,7,8,0
K2eHD,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,140,9,6,0
K2wHD,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,177,8,7,0
M1e,Misugisato,Futagoyama,Shiga,01.07.1962,185,153,10,5,0
M1w,Tomoefuji,Kokonoe,Akita,27.01.1971,192,149,8,7,0
M2e,Terao,Izutsu,Kagoshima,02.02.1963,185,115,2,13,0
M2w,Takahanada,Fujishima,Tokyo,12.08.1972,186,130,9,6,0
M3e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182,179,6,9,0
M3w,Kotofuji,Sadogatake,Chiba,28.10.1964,192,145,6,9,0
M4e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188,144,8,7,0
M4w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188,190,8,7,0
M5e,Takatoriki,Fujishima,Hyogo,28.09.1967,181,144,6,9,0
M5w,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190,196,8,7,0
M6e,Kyokudozan,Oshima,Kagoshima,14.10.1964,183,104,9,6,0
M6w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188,180,5,2,8
M7e,Kiraiho,Takadagawa,Kanagawa,05.01.1966,188,153,9,6,0
M7w,Wakahanada,Fujishima,Tokyo,20.01.1971,180,126,11,4,0
M8e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171.5,97,6,9,0
M8w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,149,8,7,0
M9e,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188,145,10,5,0
M9w,Tatsuhikari,Tatsunami,Hokkaido,25.10.1969,192,190,8,7,0
M10e,Takanonami,Fujishima,Aomori,27.10.1971,196,152,7,8,0
M10w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184,146,8,7,0
M11e,Wakashoyo,Futagoyama,Tokyo,08.03.1966,181,159,5,10,0
M11w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180,143,4,11,0
M12e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,180,156,8,7,0
M12w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,163,8,7,0
M13e,Tamakairiki,Kataonami,Tokyo,16.07.1966,183,141,6,9,0
M13w,Oginohana,Dewanoumi,Chiba,18.11.1967,189,146,9,6,0
M14e,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,174,8,7,0
M14w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189,145,3,11,1
M15e,Tsunenoyama,Dewanoumi,Kagoshima,29.01.1963,182,117,8,7,0
M15w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182,121,4,11,0
M16e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185,178,10,5,0
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204,215,13,2,0
O1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185,142,14,1,0
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,185,258,7,8,0
S1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,183,9,6,0
S1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,179,117,10,5,0
S2eHD,Wakashoyo,Futagoyama,Tokyo,08.03.1966,182,163,7,8,0
K1e,Takanonami,Futagoyama,Aomori,27.10.1971,195,157,10,5,0
K1w,Kyokudozan,Oshima,Kagoshima,14.10.1964,183,107,4,11,0
M1e,Misugisato,Futagoyama,Shiga,01.07.1962,185,154,7,8,0
M1w,Tomoefuji,Kokonoe,Akita,27.01.1971,192,151,3,12,0
M2e,Kirishima,Izutsu,Kagoshima,03.04.1959,187,132,8,7,0
M2w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,145,5,10,0
M3e,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,131,8,7,0
M3w,Toyonoumi,Futagoyama,Fukuoka,22.09.1965,189,210,5,10,0
M4e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187,192,6,9,0
M4w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,148,0,0,15
M5e,Terao,Izutsu,Kagoshima,02.02.1963,186,114,5,10,0
M5w,Kotobeppu,Sadogatake,Oita,17.10.1965,178,170,5,10,0
M6e,Kenko,Takadagawa,Osaka,27.06.1967,190,132,5,10,0
M6w,Takatoriki,Futagoyama,Hyogo,28.09.1967,182,140,11,4,0
M7e,Kotofuji,Sadogatake,Chiba,28.10.1964,190,142,7,8,0
M7w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192,165,8,7,0
M8e,Tochinowaka,Kasugano,Wakayama,22.05.1962,191,156,6,9,0
M8w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,177,144,5,10,0
M9e,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,143,8,7,0
M9w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,133,7,8,0
M10e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,174,144,0,0,15
M10w,Oginohana,Dewanoumi,Chiba,18.11.1967,189,137,9,6,0
M11e,Tochinofuji,Kasugano,Fukuoka,15.11.1969,176,189,4,11,0
M11w,Daizen,Nishonoseki,Osaka,14.12.1964,188,144,7,8,0
M12e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,181,181,9,6,0
M12w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,130,8,7,0
M13e,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,179,10,5,0
M13w,Naminohana,Futagoyama,Aomori,19.03.1969,178,131,4,11,0
M14e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,180,10,5,0
M14w,Kiraiho,Takadagawa,Kanagawa,05.01.1966,189,153,8,7,0
M15e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,96,10,5,0
M15w,Kaio,Tomozuna,Fukuoka,24.07.1972,184,147,4,11,0
M16e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,133,9,6,0
M16w,Hitachiryu,Oshiogawa,Ibaraki,19.10.1969,179,133,0,0,15
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,203,225,10,2,3
O1e,Takanonami,Futagoyama,Aomori,27.10.1971,195,161,9,6,0
O1w,Takanohana,Futagoyama,Tokyo,12.08.1972,186,141,14,1,0
O2eHD,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191,190,12,3,0
O2wHD,Wakanohana,Futagoyama,Tokyo,20.01.1971,180,127,0,0,15
S1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,139,9,6,0
S1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,164,9,6,0
K1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184,157,8,7,0
K1w,Terao,Izutsu,Kagoshima,02.02.1963,185,113,8,7,0
M1e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186,135,7,8,0
M1w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,144,9,6,0
M2e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,184,140,4,11,0
M2w,Kenko,Takadagawa,Osaka,27.06.1967,190,133,4,11,0
M3e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175,139,3,12,0
M3w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,163,5,10,0
M4e,Misugisato,Futagoyama,Shiga,01.07.1962,186,154,6,9,0
M4w,Daizen,Nishonoseki,Osaka,14.12.1964,189,148,7,8,0
M5e,Konishiki,Takasago,U.S.A.,31.12.1963,185,269,5,10,0
M5w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,145,6,9,0
M6e,Kotobeppu,Sadogatake,Oita,17.10.1965,178,183,6,9,0
M6w,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,188,174,5,10,0
M7e,Kiraiho,Takadagawa,Kanagawa,05.01.1966,190,155,7,8,0
M7w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190,155,8,7,0
M8e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178,126,8,7,0
M8w,Tomonohana,Tatsunami,Kumamoto,23.06.1964,173,113,8,7,0
M9e,Kasugafuji,Ajigawa,Miyagi,20.02.1966,176,142,8,7,0
M9w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181,106,8,7,0
M10e,Wakashoyo,Futagoyama,Tokyo,08.03.1966,180,162,2,13,0
M10w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,178,146,7,8,0
M11e,Asanowaka,Wakamatsu,Aichi,11.12.1969,178,146,8,7,0
M11w,Kirishima,Izutsu,Kagoshima,03.04.1959,186,125,8,7,0
M12e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,97,9,6,0
M12w,Kotofuji,Sadogatake,Chiba,28.10.1964,191,141,9,6,0
M13e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180,130,8,7,0
M13w,Kotogaume,Sadogatake,Toyama,05.10.1963,180,180,8,7,0
M14e,Mitoizumi,Takasago,Ibaraki,02.09.1962,193,186,8,7,0
M14w,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,140,9,6,0
M15e,Minatofuji,Minato,Gunma,06.07.1968,186,157,9,6,0
M15w,Naminohana,Futagoyama,Aomori,19.03.1969,179,130,6,9,0
M16e,Asahisato,Oshima,Osaka,09.11.1965,186,140,5,10,0
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,203,224,13,2,0
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185,147,14,1,0
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190,198,12,3,0
O1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,180,133,9,6,0
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,197,165,6,9,0
S1e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,174,154,7,8,0
S1w,Kaio,Tomozuna,Fukuoka,24.07.1972,185,163,9,6,0
K1e,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,145,5,10,0
K1w,Kenko,Takadagawa,Osaka,27.06.1967,191,140,5,10,0
M1e,Terao,Izutsu,Kagoshima,02.02.1963,186,114,5,10,0
M1w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183,143,6,7,2
M2e,Naminohana,Futagoyama,Aomori,19.03.1969,179,135,6,9,0
M2w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179,145,4,11,0
M3e,Daishoho,Tatsunami,Hokkaido,07.05.1967,187,144,5,10,0
M3w,Kotonishiki,Sadogatake,Gunma,08.06.1968,177,144,8,7,0
M4e,Wakashoyo,Futagoyama,Tokyo,08.03.1966,180,169,3,12,0
M4w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184,163,11,4,0
M5e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190,170,9,6,0
M5w,Asanowaka,Wakamatsu,Aichi,11.12.1969,175,149,5,10,0
M6e,Misugisato,Futagoyama,Shiga,01.07.1962,185,159,8,7,0
M6w,Minatofuji,Minato,Gunma,06.07.1968,186,161,6,9,0
M7e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194,192,5,10,0
M7w,Konishiki,Takasago,U.S.A.,31.12.1963,183,273,5,10,0
M8e,Kirishima,Izutsu,Kagoshima,03.04.1959,186,124,6,9,0
M8w,Tochinowaka,Kasugano,Wakayama,22.05.1962,189,160,8,7,0
M9e,Kiraiho,Takadagawa,Kanagawa,05.01.1966,189,159,7,8,0
M9w,Kotobeppu,Sadogatake,Oita,17.10.1965,178,193,8,7,0
M10e,Asahiyutaka,Oshima,Aichi,10.09.1968,191,143,6,9,0
M10w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,131,7,8,0
M11e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,184,142,8,7,0
M11w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182,105,8,7,0
M12e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,145,9,6,0
M12w,Mainoumi,Dewanoumi,Aomori,17.02.1968,170,98,9,6,0
M13e,Tokitsunada,Tokitsukaze,Tokushima,02.08.1969,187,173,9,6,0
M13w,Tomonohana,Tatsunami,Kumamoto,23.06.1964,175,114,7,8,0
M14e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,137,9,6,0
M14w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,177,137,8,7,0
M15e,Daishi,Oshiogawa,Ibaraki,23.08.1968,181,171,8,7,0
M15w,Oginishiki,Dewanoumi,Chiba,08.07.1971,184,140,8,7,0
M16e,Shikishima,Tatsutagawa,Chiba,15.12.1970,183,176,7,8,0
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,186,147,14,1,0
Y1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204,218.5,10,5,0
O1e,Wakanohana,Futagoyama,Tokyo,20.01.1971,179.5,133.5,12,3,0
O1w,Takanonami,Futagoyama,Aomori,27.10.1971,195,166,12,3,0
O2e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192,206,9,6,0
S1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,183.6,163.5,10,5,0
S1w,Kaio,Tomozuna,Fukuoka,24.07.1972,185,151,11,4,0
S2e,Kotonishiki,Sadogatake,Gunma,08.06.1968,176,134.5,4,11,0
S2w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180,144,7,8,0
K1e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191,165.5,5,10,0
K1w,Asahiyutaka,Oshima,Aichi,10.09.1968,191,145,8,7,0
M1e,Misugisato,Futagoyama,Shiga,01.07.1962,185.3,157.5,4,11,0
M1w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186,141,5,10,0
M2e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,176,153.5,5,10,0
M2w,Minatofuji,Minato,Gunma,06.07.1968,186.5,161.5,6,9,0
M3e,Terao,Izutsu,Kagoshima,02.02.1963,185,114,5,10,0
M3w,Naminohana,Futagoyama,Aomori,19.03.1969,178,130,7,8,0
M4e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,183,143.5,4,11,0
M4w,Daishoho,Tatsunami,Hokkaido,07.05.1967,188.5,143,10,5,0
M5e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185,134,6,9,0
M5w,Kenko,Takadagawa,Osaka,27.06.1967,189.5,145.5,6,9,0
M6e,Tamakasuga,Kataonami,Ehime,07.01.1972,182,144.5,9,6,0
M6w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181,133.5,7,8,0
M7e,Kotobeppu,Sadogatake,Oita,17.10.1965,177,178.5,6,9,0
M7w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5,148,8,7,0
M8e,Ganyu,Kitanoumi,Hyogo,06.08.1970,185,170.5,6,9,0
M8w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179,130.5,6,9,0
M9e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,184,136.5,6,9,0
M9w,Mainoumi,Dewanoumi,Aomori,17.02.1968,171,99.5,7,8,0
M10e,Mitoizumi,Takasago,Ibaraki,02.09.1962,195,190.5,9,6,0
M10w,Kasugafuji,Ajigawa,Miyagi,20.02.1966,176.5,132,2,13,0
M11e,Daishi,Oshiogawa,Ibaraki,23.08.1968,182,163.5,10,5,0
M11w,Oginohana,Dewanoumi,Chiba,18.11.1967,187,135,4,11,0
M12e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176,147.5,9,6,0
