age_group,place_overall,place_gender,place_division,name,team,bib_number,half_time,finish_net,finish_gun,gender,half_time_sec,finish_net_sec,finish_gun_sec,finish_net_minutes
55-59,19125,11822,1048,"Li, Jiahong",Team–,19508,1H 56M 56S,3H 58M 56S,4H 0M 50S,M,7016,14336,14450,238.93333333333334
55-59,19132,11827,1049,"Coulson, Myron",TeamTwin City Track Club,7684,1H 46M 19S,3H 58M 57S,4H 3M 42S,M,6379,14337,14622,238.95
55-59,19140,11833,1050,"Calzada, Jose",Team–,13612,1H 47M 23S,3H 59M 0S,4H 2M 13S,M,6443,14340,14533,239
55-59,19145,11836,1051,"Butler, Scott",Team–,29264,1H 52M 23S,3H 59M 3S,4H 2M 5S,M,6743,14343,14525,239.05
55-59,19153,11837,1052,"Holt, Kenneth",Team–,19596,1H 50M 4S,3H 59M 5S,4H 1M 20S,M,6604,14345,14480,239.08333333333334
55-59,19168,11843,1053,"Miller, Brian",Team–,18048,1H 56M 55S,3H 59M 10S,3H 59M 10S,M,7015,14350,14350,239.16666666666666
55-59,19211,11860,1054,"Hsia, Kuo Chao",Team–,18637,1H 48M 37S,3H 59M 26S,4H 6M 10S,M,6517,14366,14770,239.43333333333334
55-59,19252,11878,1055,"Hemmerdinger, Jean Philippe",Team–,31244,1H 54M 13S,3H 59M 40S,4H 5M 7S,M,6853,14380,14707,239.66666666666666
55-59,19274,11888,1056,"Boehme, Marc",Team–,31539,1H 57M 17S,3H 59M 46S,4H 4M 20S,M,7037,14386,14660,239.76666666666668
55-59,19275,11889,1057,"Boyd, Jeff",Team–,18623,1H 53M 7S,3H 59M 47S,4H 6M 6S,M,6787,14387,14766,239.78333333333333
55-59,19283,11892,1058,"Kostalik, Jaroslav",Team–,27801,1H 54M 43S,3H 59M 51S,4H 2M 10S,M,6883,14391,14530,239.85
55-59,19296,11896,1059,"Gonzalez, Julio",Team–,15343,1H 53M 4S,3H 59M 54S,4H 5M 31S,M,6784,14394,14731,239.9
55-59,19308,11901,1060,"Ayala, Armando",Team–,17748,1H 52M 18S,3H 59M 58S,4H 3M 42S,M,6738,14398,14622,239.96666666666667
55-59,19335,11914,1061,"Hejny, Charles",Team–,12697,1H 53M 32S,4H 0M 7S,4H 6M 1S,M,6812,14407,14761,240.11666666666667
55-59,19340,11917,1062,"Cincola, Mike",Team–,5204,1H 42M 37S,4H 0M 10S,4H 2M 52S,M,6157,14410,14572,240.16666666666666
55-59,19364,11930,1063,"Ditty, Richard",Team–,10628,1H 51M 29S,4H 0M 17S,4H 1M 40S,M,6689,14417,14500,240.28333333333333
55-59,19375,11934,1064,"Small, Donald",Team–,16328,1H 48M 8S,4H 0M 21S,4H 6M 31S,M,6488,14421,14791,240.35
55-59,19380,11935,1065,"Cross, Darrell",Team–,17789,1H 54M 55S,4H 0M 22S,4H 2M 40S,M,6895,14422,14560,240.36666666666667
55-59,19434,11951,1066,"Woodcock, Juan",Team–,18379,1H 45M 1S,4H 0M 45S,4H 0M 45S,M,6301,14445,14445,240.75
55-59,19463,11964,1067,"Uhlenbecker, Wilm",Team–,17357,1H 59M 8S,4H 0M 56S,4H 5M 21S,M,7148,14456,14721,240.93333333333334
55-59,19477,11969,1068,"Johns, David",Team–,24665,1H 59M 5S,4H 1M 2S,4H 1M 18S,M,7145,14462,14478,241.03333333333333
55-59,19530,11988,1069,"Chorpita, Bruce",Team–,10982,1H 58M 37S,4H 1M 26S,4H 5M 8S,M,7117,14486,14708,241.43333333333334
55-59,19561,11999,1070,"Tate, Mike",Team–,18910,1H 51M 29S,4H 1M 40S,4H 2M 54S,M,6689,14500,14574,241.66666666666666
55-59,19610,12023,1071,"Sato, Osamu",Team–,17683,1H 51M 13S,4H 1M 59S,4H 4M 45S,M,6673,14519,14685,241.98333333333332
55-59,19613,12024,1072,"Alfano, Joseph",TeamCentral Mass Striders,29454,2H 1M 4S,4H 2M 0S,4H 7M 41S,M,7264,14520,14861,242
55-59,19630,12033,1073,"Ó Hargáin, Seán",Team–,30585,2H 1M 37S,4H 2M 7S,4H 10M 22S,M,7297,14527,15022,242.11666666666667
55-59,19633,12035,1074,"Borden, Brian",Team–,17985,2H 0M 15S,4H 2M 8S,4H 3M 4S,M,7215,14528,14584,242.13333333333333
55-59,19649,12043,1075,"Patel, Raj",Team–,19446,1H 52M 39S,4H 2M 16S,4H 4M 4S,M,6759,14536,14644,242.26666666666668
55-59,19679,12053,1076,"Villalobos, John",Team–,17429,1H 45M 49S,4H 2M 25S,4H 4M 18S,M,6349,14545,14658,242.41666666666666
55-59,19692,12058,1077,"Bene, Patrick",Team–,7727,1H 52M 50S,4H 2M 31S,4H 7M 4S,M,6770,14551,14824,242.51666666666668
55-59,19758,12091,1078,"Longstreet, Gary",Team–,18050,1H 51M 53S,4H 3M 2S,4H 4M 5S,M,6713,14582,14645,243.03333333333333
55-59,19767,12095,1079,"Genries, Christian",Team–,18259,1H 56M 53S,4H 3M 4S,4H 4M 9S,M,7013,14584,14649,243.06666666666666
55-59,19773,12098,1080,"Dunn, Robert",Team–,17560,2H 2M 47S,4H 3M 8S,4H 4M 4S,M,7367,14588,14644,243.13333333333333
55-59,19786,12101,1081,"Perez, Oscar",Team–,16682,1H 49M 58S,4H 3M 13S,4H 3M 25S,M,6598,14593,14605,243.21666666666667
55-59,19821,12116,1082,"Krupinski, David",Team–,31202,2H 0M 25S,4H 3M 27S,4H 7M 51S,M,7225,14607,14871,243.45
55-59,19839,12121,1083,"Van Brakel, Paul",Team–,30240,1H 58M 9S,4H 3M 32S,4H 6M 52S,M,7089,14612,14812,243.53333333333333
55-59,19841,12122,1084,"Garcia, Lawrence",Team–,15874,1H 50M 28S,4H 3M 32S,4H 8M 33S,M,6628,14612,14913,243.53333333333333
55-59,19870,12132,1085,"Liow, Leong San",Team–,30211,1H 55M 13S,4H 3M 45S,4H 7M 15S,M,6913,14625,14835,243.75
55-59,19877,12136,1086,"Wischmann, Steven",Team–,24655,1H 49M 21S,4H 3M 48S,4H 4M 0S,M,6561,14628,14640,243.8
55-59,19943,12165,1087,"Landry, Anthony",Team–,29011,1H 57M 11S,4H 4M 15S,4H 6M 7S,M,7031,14655,14767,244.25
55-59,20017,12190,1088,"Numerosky Bernstein, Carlos",Team–,31635,1H 58M 49S,4H 4M 52S,4H 9M 15S,M,7129,14692,14955,244.86666666666667
55-59,20111,12223,1089,"Allen, Timothy",Team–,25575,1H 53M 46S,4H 5M 41S,4H 8M 35S,M,6826,14741,14915,245.68333333333334
55-59,20128,12226,1090,"Lieberman, Daniel",Team–,15876,2H 0M 0S,4H 5M 48S,4H 11M 41S,M,7200,14748,15101,245.8
55-59,20142,12233,1091,"Pauli, Günter",Team–,31988,1H 56M 45S,4H 5M 53S,4H 10M 27S,M,7005,14753,15027,245.88333333333333
55-59,20148,12237,1092,"Crane, Brian",Team–,15906,1H 57M 23S,4H 5M 55S,4H 12M 0S,M,7043,14755,15120,245.91666666666666
55-59,20183,12253,1093,"Hansen, Lars",Team–,14407,1H 43M 42S,4H 6M 11S,4H 10M 24S,M,6222,14771,15024,246.18333333333334
55-59,20185,12254,1094,"Trappolini, Daniele",Team–,30956,2H 4M 20S,4H 6M 11S,4H 10M 29S,M,7460,14771,15029,246.18333333333334
55-59,20226,12275,1095,"Timmer, Harald",Team–,30268,2H 1M 10S,4H 6M 36S,4H 12M 23S,M,7270,14796,15143,246.6
55-59,20228,12276,1096,"Hoppenbrouwers, Mark",Team–,30415,2H 1M 11S,4H 6M 36S,4H 12M 23S,M,7271,14796,15143,246.6
55-59,20230,12277,1097,"Jones, Dennis",Team–,26766,2H 0M 49S,4H 6M 37S,4H 13M 29S,M,7249,14797,15209,246.61666666666667
55-59,20236,12282,1098,"Williams, Gregory",Team–,24985,2H 5M 17S,4H 6M 39S,4H 14M 38S,M,7517,14799,15278,246.65
55-59,20258,12290,1099,"Ruiz, Juan",Team–,17268,1H 50M 6S,4H 6M 54S,4H 10M 26S,M,6606,14814,15026,246.9
55-59,20259,12291,1100,"Doan, James",Team–,13757,2H 1M 29S,4H 6M 54S,4H 12M 9S,M,7289,14814,15129,246.9
55-59,20299,12308,1101,"Bischoff, Ralf",Team–,31667,1H 55M 20S,4H 7M 15S,4H 13M 37S,M,6920,14835,15217,247.25
55-59,20304,12311,1102,"Agostini, Andrea",Team–,31460,2H 5M 21S,4H 7M 18S,4H 12M 51S,M,7521,14838,15171,247.3
55-59,20310,12313,1103,"Scarabelli, Roberto",Team–,31216,1H 59M 56S,4H 7M 20S,4H 12M 4S,M,7196,14840,15124,247.33333333333334
55-59,20315,12316,1104,"Dubois, Craig",Team–,10840,1H 52M 24S,4H 7M 21S,4H 8M 39S,M,6744,14841,14919,247.35
55-59,20321,12318,1105,"Brown, Todd",TeamManchester Running Company,15902,1H 54M 13S,4H 7M 22S,4H 14M 14S,M,6853,14842,15254,247.36666666666667
55-59,20324,12319,1106,"Cuffee, Kenneth",Team–,27223,1H 59M 42S,4H 7M 24S,4H 9M 44S,M,7182,14844,14984,247.4
55-59,20341,12327,1107,"Smith, Scott",Team–,19252,1H 45M 13S,4H 7M 33S,4H 9M 21S,M,6313,14853,14961,247.55
55-59,20354,12331,1108,"Williams, Brian",Team–,27498,1H 55M 18S,4H 7M 42S,4H 13M 51S,M,6918,14862,15231,247.7
55-59,20382,12344,1109,"Rivera, Leo",Team–,29989,1H 51M 36S,4H 7M 55S,4H 12M 26S,M,6696,14875,15146,247.91666666666666
55-59,20384,12345,1110,"Appel, Joe",Team–,15408,1H 44M 34S,4H 7M 56S,4H 13M 18S,M,6274,14876,15198,247.93333333333334
55-59,20401,12353,1111,"Magnan, Al",Team–,9353,1H 58M 15S,4H 8M 2S,4H 13M 18S,M,7095,14882,15198,248.03333333333333
55-59,20407,12354,1112,"Goldkuhle, Andrew",Team–,19120,1H 52M 58S,4H 8M 4S,4H 9M 38S,M,6778,14884,14978,248.06666666666666
55-59,20470,12380,1113,"Lyons, James",Team–,19529,2H 1M 41S,4H 8M 35S,4H 11M 45S,M,7301,14915,15105,248.58333333333334
55-59,20491,12387,1114,"Duffy, John",Team–,13047,1H 55M 35S,4H 8M 43S,4H 12M 36S,M,6935,14923,15156,248.71666666666667
55-59,20532,12404,1115,"Phillips, Matt",Team–,30668,1H 59M 43S,4H 8M 58S,4H 12M 44S,M,7183,14938,15164,248.96666666666667
55-59,20538,12409,1116,"Rugarli, Fabio",Team–,30017,1H 56M 31S,4H 9M 0S,4H 11M 55S,M,6991,14940,15115,249
55-59,20628,12445,1117,"Condon, Kevin",Team–,17823,2H 1M 50S,4H 9M 44S,4H 14M 1S,M,7310,14984,15241,249.73333333333332
55-59,20644,12451,1118,"Sacco, David",Team–,11866,1H 48M 58S,4H 9M 51S,4H 12M 31S,M,6538,14991,15151,249.85
55-59,20679,12469,1119,"Silver, Scott",Team–,30718,1H 58M 5S,4H 10M 9S,4H 13M 40S,M,7085,15009,15220,250.15
55-59,20712,12483,1120,"Reeves, Clark",Team–,18987,1H 59M 46S,4H 10M 30S,4H 16M 36S,M,7186,15030,15396,250.5
55-59,20716,12485,1121,"Zhang, Sijian",Team–,18019,1H 59M 19S,4H 10M 33S,4H 13M 34S,M,7159,15033,15214,250.55
55-59,20767,12507,1122,"Kirtos, John",Team–,17585,1H 56M 32S,4H 10M 58S,4H 13M 39S,M,6992,15058,15219,250.96666666666667
55-59,20784,12514,1123,"Sanford, Kip",Team–,26404,1H 57M 50S,4H 11M 6S,4H 12M 54S,M,7070,15066,15174,251.1
55-59,20807,12524,1124,"Wilkie, Darrell",Team–,16566,1H 48M 41S,4H 11M 22S,4H 11M 59S,M,6521,15082,15119,251.36666666666667
55-59,20815,12526,1125,"Penningroth, Tom",Team–,18810,1H 59M 33S,4H 11M 25S,4H 12M 40S,M,7173,15085,15160,251.41666666666666
55-59,20825,12529,1126,"Chioma, David",Team–,13455,1H 52M 58S,4H 11M 32S,4H 16M 36S,M,6778,15092,15396,251.53333333333333
55-59,20855,12545,1127,"Gouvea, Claudio",Team–,29322,1H 59M 56S,4H 11M 49S,4H 16M 23S,M,7196,15109,15383,251.81666666666666
55-59,20893,12559,1128,"Maedo, Michael",Team–,18483,2H 4M 2S,4H 12M 7S,4H 18M 25S,M,7442,15127,15505,252.11666666666667
55-59,20948,12585,1129,"Creely, Joseph",Team–,18292,1H 48M 55S,4H 12M 28S,4H 13M 32S,M,6535,15148,15212,252.46666666666667
55-59,20959,12592,1130,"Almeida, Marlos",Team–,29542,1H 59M 56S,4H 12M 32S,4H 15M 14S,M,7196,15152,15314,252.53333333333333
55-59,20975,12597,1131,"Maag, Roland",Team–,31260,2H 2M 5S,4H 12M 40S,4H 18M 15S,M,7325,15160,15495,252.66666666666666
55-59,20980,12600,1132,"Kleven, James",Team–,18307,2H 2M 22S,4H 12M 41S,4H 13M 56S,M,7342,15161,15236,252.68333333333334
55-59,21015,12609,1133,"Lan, Hong",Team–,13611,1H 56M 27S,4H 12M 54S,4H 18M 25S,M,6987,15174,15505,252.9
55-59,21028,12618,1134,"Dipietro, Eric",Team–,17607,1H 51M 57S,4H 12M 59S,4H 14M 15S,M,6717,15179,15255,252.98333333333332
55-59,21034,12623,1135,"Carson, James",Team–,25143,2H 1M 18S,4H 13M 1S,4H 13M 56S,M,7278,15181,15236,253.01666666666668
55-59,21075,12640,1136,"Martin Moreno, Antonio",Team–,31681,1H 58M 38S,4H 13M 24S,4H 17M 32S,M,7118,15204,15452,253.4
55-59,21136,12671,1137,"Mees, Dan",Team–,26805,1H 58M 32S,4H 13M 51S,4H 20M 34S,M,7112,15231,15634,253.85
55-59,21148,12675,1138,"Quesnell, Tim",Team–,18583,1H 55M 14S,4H 14M 0S,4H 15M 0S,M,6914,15240,15300,254
55-59,21155,12678,1139,"Watts, Richard",Team–,16532,1H 53M 16S,4H 14M 2S,4H 14M 50S,M,6796,15242,15290,254.03333333333333
55-59,21163,12681,1140,"Wilcox, Rob",Team–,17041,2H 0M 4S,4H 14M 4S,4H 21M 23S,M,7204,15244,15683,254.06666666666666
55-59,21187,12696,1141,"Guzman, Henry",Team–,31862,2H 5M 41S,4H 14M 17S,4H 15M 29S,M,7541,15257,15329,254.28333333333333
55-59,21204,12705,1142,"Merola, Ennio",Team–,30224,2H 5M 34S,4H 14M 26S,4H 19M 7S,M,7534,15266,15547,254.43333333333334
55-59,21210,12708,1143,"Cramer, Thomas",Team–,31364,2H 3M 23S,4H 14M 29S,4H 22M 9S,M,7403,15269,15729,254.48333333333332
55-59,21214,12710,1144,"Gallegos, Guillermo",Team–,31785,2H 8M 52S,4H 14M 34S,4H 19M 17S,M,7732,15274,15557,254.56666666666666
55-59,21235,12720,1145,"Rothery, Richard",Team–,19233,1H 45M 38S,4H 14M 45S,4H 16M 31S,M,6338,15285,15391,254.75
55-59,21281,12744,1146,"Xu, Wenlong",Team–,29214,2H 2M 40S,4H 15M 12S,4H 22M 38S,M,7360,15312,15758,255.2
55-59,21294,12747,1147,"Perri, Giovanni",Team–,29770,2H 2M 19S,4H 15M 17S,4H 18M 27S,M,7339,15317,15507,255.28333333333333
55-59,21423,12800,1148,"Labbe, Wayne",Team–,25422,2H 2M 46S,4H 16M 14S,4H 17M 24S,M,7366,15374,15444,256.23333333333335
55-59,21428,12803,1149,"Vats, Sudhanshu",Team–,31293,1H 58M 9S,4H 16M 15S,4H 21M 12S,M,7089,15375,15672,256.25
55-59,21446,12812,1150,"Renken, John",Team–,13370,1H 40M 43S,4H 16M 22S,4H 19M 54S,M,6043,15382,15594,256.3666666666667
55-59,21451,12816,1151,"Moskopp, Michael",Team–,31345,2H 4M 10S,4H 16M 26S,4H 18M 50S,M,7450,15386,15530,256.43333333333334
55-59,21459,12821,1152,"Adams, Craig",Team–,32105,2H 11M 0S,4H 16M 28S,4H 20M 50S,M,7860,15388,15650,256.46666666666664
55-59,21476,12830,1153,"Fleming, Rives",Team–,19501,2H 6M 41S,4H 16M 35S,4H 20M 29S,M,7601,15395,15629,256.5833333333333
55-59,21493,12838,1154,"Montico, Alberto",Team–,31201,2H 4M 6S,4H 16M 48S,4H 21M 43S,M,7446,15408,15703,256.8
55-59,21521,12853,1155,"Roberts, Bradford",Team–,32112,2H 6M 0S,4H 17M 1S,4H 22M 12S,M,7560,15421,15732,257.01666666666665
55-59,21539,12859,1156,"Lohri, Philipp",Team–,30877,2H 3M 54S,4H 17M 9S,4H 21M 1S,M,7434,15429,15661,257.15
55-59,21542,12861,1157,"Woo, Yiu Fai",Team–,27781,1H 53M 51S,4H 17M 12S,4H 19M 44S,M,6831,15432,15584,257.2
55-59,21595,12883,1158,"Bartolini, Paolo",Team–,29052,2H 5M 35S,4H 17M 37S,4H 20M 52S,M,7535,15457,15652,257.6166666666667
55-59,21616,12891,1159,"Landry, John",Team–,26786,2H 4M 35S,4H 17M 46S,4H 24M 13S,M,7475,15466,15853,257.76666666666665
55-59,21645,12907,1160,"Scholz, Mario",Team–,31570,1H 54M 20S,4H 18M 7S,4H 26M 48S,M,6860,15487,16008,258.1166666666667
55-59,21647,12908,1161,"Abenojar, Juan",Team–,4936,2H 1M 36S,4H 18M 8S,4H 20M 27S,M,7296,15488,15627,258.1333333333333
55-59,21652,12911,1162,"Jimenez Mejia, Giusseppe",Team–,31267,2H 7M 49S,4H 18M 9S,4H 22M 52S,M,7669,15489,15772,258.15
55-59,21670,12919,1163,"Sirithanachai, Thanapol",Team–,27874,2H 4M 48S,4H 18M 19S,4H 21M 1S,M,7488,15499,15661,258.31666666666666
55-59,21683,12924,1164,"O'Brien, Brendan",Team–,18108,1H 56M 46S,4H 18M 29S,4H 19M 49S,M,7006,15509,15589,258.48333333333335
55-59,21689,12927,1165,"Stachowiak, Leszek",Team–,27753,2H 5M 41S,4H 18M 32S,4H 20M 49S,M,7541,15512,15649,258.53333333333336
55-59,21693,12930,1166,"Kelly, Paul",Team–,17684,2H 5M 50S,4H 18M 33S,4H 19M 17S,M,7550,15513,15557,258.55
55-59,21704,12938,1167,"Bartonik, Robert",Team–,30161,2H 4M 59S,4H 18M 43S,4H 22M 58S,M,7499,15523,15778,258.71666666666664
55-59,21720,12948,1168,"Boulineau, Charles",Team–,16630,1H 50M 5S,4H 18M 52S,4H 18M 52S,M,6605,15532,15532,258.8666666666667
55-59,21723,12950,1169,"Mabe, Christopher",Team–,8749,1H 56M 8S,4H 18M 54S,4H 19M 54S,M,6968,15534,15594,258.9
55-59,21739,12955,1170,"Barton, Matt",Team–,30598,1H 59M 47S,4H 19M 1S,4H 23M 37S,M,7187,15541,15817,259.01666666666665
55-59,21744,12957,1171,"Olhausen, Troy",Team–,17965,2H 6M 53S,4H 19M 3S,4H 19M 42S,M,7613,15543,15582,259.05
55-59,21785,12978,1172,"Fisher, Robert",Team–,24904,2H 1M 4S,4H 19M 24S,4H 19M 33S,M,7264,15564,15573,259.4
55-59,21794,12982,1173,"Meyerfreund, Victor",Team–,11215,1H 51M 47S,4H 19M 33S,4H 21M 36S,M,6707,15573,15696,259.55
55-59,21857,13002,1174,"Lawrence, Adrian",Team–,15261,2H 4M 7S,4H 20M 11S,4H 25M 13S,M,7447,15611,15913,260.18333333333334
55-59,21892,13018,1175,"Hong, Jianfeng",Team–,19091,2H 7M 37S,4H 20M 35S,4H 26M 59S,M,7657,15635,16019,260.5833333333333
55-59,21904,13026,1176,"Bassan, Simone",Team–,31163,2H 8M 20S,4H 20M 40S,4H 25M 6S,M,7700,15640,15906,260.6666666666667
55-59,21917,13035,1177,"Adair, William",Team–,16740,1H 55M 46S,4H 20M 48S,4H 20M 52S,M,6946,15648,15652,260.8
55-59,21932,13041,1178,"Lodge, Peter",Team–,19484,1H 50M 2S,4H 20M 57S,4H 28M 7S,M,6602,15657,16087,260.95
55-59,21936,13044,1179,"Clement Grandcourt, Guillaume",Team–,30330,2H 7M 19S,4H 21M 0S,4H 27M 55S,M,7639,15660,16075,261
55-59,21937,13045,1180,"Nguyen, Peter",Team–,19045,2H 8M 31S,4H 21M 0S,4H 26M 25S,M,7711,15660,15985,261
55-59,21945,13048,1181,"Gonzalez, Fredy",Team–,32064,2H 10M 1S,4H 21M 9S,4H 24M 32S,M,7801,15669,15872,261.15
55-59,21967,13056,1182,"Handel, David",Team–,13191,1H 51M 49S,4H 21M 25S,4H 25M 49S,M,6709,15685,15949,261.4166666666667
55-59,21982,13065,1183,"Frizziero, Ezio Riccardo",Team–,30145,2H 5M 34S,4H 21M 38S,4H 26M 19S,M,7534,15698,15979,261.6333333333333
55-59,21987,13068,1184,"Le, Viet",Team–,7531,1H 58M 37S,4H 21M 43S,4H 27M 43S,M,7117,15703,16063,261.71666666666664
55-59,21994,13074,1185,"Selec, Vladimir",Team–,17404,2H 14M 35S,4H 21M 48S,4H 28M 45S,M,8075,15708,16125,261.8
55-59,22018,13085,1186,"Henneker, Gavin",Team–,30859,2H 5M 40S,4H 22M 2S,4H 25M 52S,M,7540,15722,15952,262.03333333333336
55-59,22024,13089,1187,"Schlieker, Keith",Team–,17515,1H 52M 50S,4H 22M 5S,4H 22M 54S,M,6770,15725,15774,262.0833333333333
55-59,22028,13090,1188,"Miller, Eugene",Team–,18358,1H 54M 27S,4H 22M 10S,4H 23M 34S,M,6867,15730,15814,262.1666666666667
55-59,22034,13092,1189,"Chang, Hung Jui",Team–,9699,1H 47M 19S,4H 22M 12S,4H 22M 45S,M,6439,15732,15765,262.2
55-59,22076,13107,1190,"Fahey, Patrick",Team–,17637,2H 4M 9S,4H 22M 40S,4H 23M 49S,M,7449,15760,15829,262.6666666666667
55-59,22100,13116,1191,"Fortier, Dave",Team–,32147,2H 4M 15S,4H 22M 56S,4H 29M 18S,M,7455,15776,16158,262.93333333333334
55-59,22115,13124,1192,"Jacka, Ted",Team–,10749,1H 59M 24S,4H 23M 6S,4H 24M 13S,M,7164,15786,15853,263.1
55-59,22136,13134,1193,"Pullen, Jim",Team–,18297,2H 5M 53S,4H 23M 18S,4H 24M 41S,M,7553,15798,15881,263.3
55-59,22138,13135,1194,"Fattman, D",Team–,27930,2H 11M 12S,4H 23M 19S,4H 28M 55S,M,7872,15799,16135,263.31666666666666
55-59,22142,13137,1195,"Reny, Steven",Team–,29795,2H 10M 39S,4H 23M 23S,4H 32M 39S,M,7839,15803,16359,263.3833333333333
55-59,22160,13147,1196,"Raman, Ganesh",Team–,31049,1H 57M 41S,4H 23M 36S,4H 29M 37S,M,7061,15816,16177,263.6
55-59,22189,13161,1197,"Wentzel, Scott",Team–,30173,2H 0M 58S,4H 23M 47S,4H 27M 49S,M,7258,15827,16069,263.78333333333336
55-59,22199,13169,1198,"Stafiej, Mariusz",Team–,13371,1H 53M 25S,4H 23M 52S,4H 26M 48S,M,6805,15832,16008,263.8666666666667
55-59,22204,13171,1199,"Ahearn, Thomas",Team–,15946,2H 11M 12S,4H 23M 53S,4H 24M 45S,M,7872,15833,15885,263.8833333333333
55-59,22218,13177,1200,"Singh, Jaswant",Team–,18916,2H 4M 42S,4H 24M 0S,4H 25M 1S,M,7482,15840,15901,264
55-59,22223,13180,1201,"Davidge, Bob",Team–,16144,2H 3M 32S,4H 24M 3S,4H 30M 1S,M,7412,15843,16201,264.05
55-59,22231,13182,1202,"Mccarron, Bob",Team–,31142,2H 5M 18S,4H 24M 7S,4H 30M 29S,M,7518,15847,16229,264.1166666666667
55-59,22252,13192,1203,"Cosper, Bill",Team–,27111,1H 56M 50S,4H 24M 21S,4H 30M 27S,M,7010,15861,16227,264.35
55-59,22279,13201,1204,"Wilson, Benton",Team–,29116,2H 6M 57S,4H 24M 38S,4H 27M 12S,M,7617,15878,16032,264.6333333333333
55-59,22304,13213,1205,"Symes, Landers",Team–,26186,2H 6M 56S,4H 25M 2S,4H 26M 31S,M,7616,15902,15991,265.03333333333336
55-59,22345,13229,1206,"Keller, Guido",Team–,31288,1H 55M 28S,4H 25M 31S,4H 29M 36S,M,6928,15931,16176,265.51666666666665
55-59,22358,13235,1207,"Hughes, Gregory",Team–,27983,2H 3M 20S,4H 25M 38S,4H 30M 41S,M,7400,15938,16241,265.6333333333333
55-59,22375,13240,1208,"Maley, John",Team–,17671,1H 51M 4S,4H 25M 49S,4H 26M 45S,M,6664,15949,16005,265.81666666666666
55-59,22380,13243,1209,"Hernández Juárez, Francisco",Team–,7581,2H 11M 16S,4H 25M 52S,4H 32M 21S,M,7876,15952,16341,265.8666666666667
55-59,22434,13267,1210,"Lambrechts, Kim",Team–,26762,1H 55M 10S,4H 26M 34S,4H 29M 34S,M,6910,15994,16174,266.56666666666666
55-59,22462,13278,1211,"Proferes, Jim",Team–,27261,2H 12M 4S,4H 26M 52S,4H 29M 28S,M,7924,16012,16168,266.8666666666667
55-59,22483,13287,1212,"Thompson, Thomas",Team–,18952,2H 2M 39S,4H 27M 7S,4H 28M 14S,M,7359,16027,16094,267.1166666666667
55-59,22489,13290,1213,"Haskins, Matthew",Team–,24743,2H 11M 11S,4H 27M 11S,4H 27M 26S,M,7871,16031,16046,267.18333333333334
55-59,22527,13304,1214,"Tinnesz, Peter",Team–,26417,2H 8M 13S,4H 27M 34S,4H 34M 5S,M,7693,16054,16445,267.56666666666666
55-59,22556,13316,1215,"Lorish, Peter",Team–,19682,2H 9M 42S,4H 27M 55S,4H 33M 17S,M,7782,16075,16397,267.9166666666667
55-59,22591,13330,1216,"Sweeney, Brandon",Team–,26437,2H 3M 4S,4H 28M 26S,4H 37M 19S,M,7384,16106,16639,268.43333333333334
55-59,22594,13333,1217,"Zähringer, Markus",Team–,31685,2H 6M 18S,4H 28M 26S,4H 33M 10S,M,7578,16106,16390,268.43333333333334
55-59,22595,13334,1218,"Achenbach, Christoph",Team–,31622,2H 6M 18S,4H 28M 27S,4H 33M 10S,M,7578,16107,16390,268.45
55-59,22603,13339,1219,"Demeritt, Jim",Team–,31769,2H 8M 34S,4H 28M 32S,4H 33M 46S,M,7714,16112,16426,268.53333333333336
55-59,22608,13340,1220,"Kent, Michael",Team–,15918,2H 8M 1S,4H 28M 35S,4H 33M 33S,M,7681,16115,16413,268.5833333333333
55-59,22626,13351,1221,"Bluemel, Ken",Team–,16143,2H 12M 26S,4H 28M 42S,4H 31M 37S,M,7946,16122,16297,268.7
55-59,22651,13363,1222,"Pelletier, Paul",Team–,13668,1H 43M 2S,4H 28M 56S,4H 31M 55S,M,6182,16136,16315,268.93333333333334
55-59,22652,13364,1223,"Walsh, Stephen",Team–,15368,1H 54M 33S,4H 28M 57S,4H 33M 47S,M,6873,16137,16427,268.95
55-59,22677,13377,1224,"Xu, Xilan",Team–,31886,2H 4M 52S,4H 29M 20S,4H 29M 27S,M,7492,16160,16167,269.3333333333333
55-59,22680,13379,1225,"Chua, Tian Teck",Team–,29875,2H 8M 40S,4H 29M 21S,4H 32M 44S,M,7720,16161,16364,269.35
55-59,22682,13380,1226,"Moser, Keith",Team–,29338,2H 7M 39S,4H 29M 22S,4H 36M 42S,M,7659,16162,16602,269.3666666666667
55-59,22707,13393,1227,"Van Schijndel, Ben",Team–,30565,2H 10M 23S,4H 29M 36S,4H 33M 44S,M,7823,16176,16424,269.6
55-59,22714,13397,1228,"Wholohan, Michael",Team–,30665,2H 9M 29S,4H 29M 43S,4H 33M 21S,M,7769,16183,16401,269.71666666666664
55-59,22715,13398,1229,"Armstrong, Michael",Team–,15541,1H 47M 59S,4H 29M 44S,4H 35M 9S,M,6479,16184,16509,269.73333333333335
55-59,22717,13399,1230,"Orr, Stephen",Team–,10523,1H 58M 55S,4H 29M 47S,4H 31M 16S,M,7135,16187,16276,269.78333333333336
55-59,22739,13406,1231,"Sacchi, Andrea",Team–,25964,1H 56M 23S,4H 30M 3S,4H 30M 50S,M,6983,16203,16250,270.05
